transaction_id,account_id,customer_id,transaction_date,posted_date,description,merchant_name,transaction_type,amount,status,reference_number,synthetic_notice
TXN-0000937,ACCT-000160,CUST-00160,2026-02-08,2026-02-08,POS - BrightFuel,BrightFuel,POS,-183.82,Posted,REF0000180841,Synthetic transaction
TXN-0000938,ACCT-000167,CUST-00167,2026-03-05,2026-03-07,Fee - Wire Fee,Wire Fee,Fee,-26.73,Posted,REF0000181034,Synthetic transaction
TXN-0000939,ACCT-000174,CUST-00174,2026-02-08,2026-02-08,POS - Bluebird Pharmacy,Bluebird Pharmacy,POS,-540.69,Posted,REF0000181227,Synthetic transaction
TXN-0000940,ACCT-000181,CUST-00181,2026-03-15,2026-03-15,Transfer In - Corner Cafe,Corner Cafe,Transfer In,1111.84,Posted,REF0000181420,Synthetic transaction
TXN-0000941,ACCT-000188,CUST-00188,2026-02-23,2026-02-25,ACH Credit - Oak & Main,Oak & Main,ACH Credit,1761.77,Posted,REF0000181613,Synthetic transaction
TXN-0000942,ACCT-000195,CUST-00195,2026-02-10,2026-02-12,Bill Pay - MedPlus Clinic,MedPlus Clinic,Bill Pay,-275.08,Posted,REF0000181806,Synthetic transaction
TXN-0000943,ACCT-000202,CUST-00002,2026-03-12,2026-03-12,Refund - TuitionPay,TuitionPay,Refund,3372.08,Posted,REF0000181999,Synthetic transaction
TXN-0000944,ACCT-000209,CUST-00009,2026-01-29,2026-01-29,Bill Pay - BrightFuel,BrightFuel,Bill Pay,-339.19,Posted,REF0000182192,Synthetic transaction
TXN-0000945,ACCT-000216,CUST-00016,2026-06-15,2026-06-17,Deposit - Atlas Wireless,Atlas Wireless,Deposit,2752.41,Posted,REF0000182385,Synthetic transaction
TXN-0000946,ACCT-000223,CUST-00023,2026-05-10,2026-05-10,Card Purchase - Harbor Insurance,Harbor Insurance,Card Purchase,-338.14,Posted,REF0000182578,Synthetic transaction
TXN-0000947,ACCT-000230,CUST-00030,2026-01-25,2026-01-27,Refund - MedPlus Clinic,MedPlus Clinic,Refund,573.08,Posted,REF0000182771,Synthetic transaction
TXN-0000948,ACCT-000237,CUST-00037,2026-02-17,2026-02-17,ATM - City Fitness,City Fitness,ATM,-443.59,Posted,REF0000182964,Synthetic transaction
TXN-0000949,ACCT-000244,CUST-00044,2026-03-24,2026-03-24,POS - FastShip,FastShip,POS,-670.68,Pending,REF0000183157,Synthetic transaction
TXN-0000950,ACCT-000251,CUST-00051,2026-05-06,2026-05-06,POS - Atlas Wireless,Atlas Wireless,POS,-404.79,Posted,REF0000183350,Synthetic transaction
TXN-0000951,ACCT-000258,CUST-00058,2026-01-26,2026-01-26,Deposit - Harbor Insurance,Harbor Insurance,Deposit,2972.84,Posted,REF0000183543,Synthetic transaction
TXN-0000952,ACCT-000265,CUST-00065,2026-04-12,2026-04-12,ACH Debit - BrightFuel,BrightFuel,ACH Debit,-152.1,Posted,REF0000183736,Synthetic transaction
TXN-0000953,ACCT-000272,CUST-00072,2026-03-10,2026-03-12,Fee - Returned Item Fee,Returned Item Fee,Fee,-10.68,Posted,REF0000183929,Synthetic transaction
TXN-0000954,ACCT-000279,CUST-00079,2026-04-13,2026-04-13,ATM - Corner Cafe,Corner Cafe,ATM,-685.54,Posted,REF0000184122,Synthetic transaction
TXN-0000955,ACCT-000286,CUST-00086,2026-01-29,2026-01-29,Deposit - TuitionPay,TuitionPay,Deposit,2675.06,Posted,REF0000184315,Synthetic transaction
TXN-0000956,ACCT-000293,CUST-00093,2026-06-08,2026-06-10,POS - Atlas Wireless,Atlas Wireless,POS,-306.84,Posted,REF0000184508,Synthetic transaction
TXN-0000957,ACCT-000300,CUST-00100,2026-05-13,2026-05-13,POS - Atlas Wireless,Atlas Wireless,POS,-44.61,Posted,REF0000184701,Synthetic transaction
TXN-0000958,ACCT-000307,CUST-00107,2026-06-07,2026-06-09,Deposit - FastShip,FastShip,Deposit,2584.78,Posted,REF0000184894,Synthetic transaction
TXN-0000959,ACCT-000314,CUST-00114,2026-04-09,2026-04-11,Bill Pay - GreenLeaf Market,GreenLeaf Market,Bill Pay,-633.67,Posted,REF0000185087,Synthetic transaction
TXN-0000960,ACCT-000321,CUST-00121,2026-05-27,2026-05-27,Transfer In - FastShip,FastShip,Transfer In,1020.11,Posted,REF0000185280,Synthetic transaction
TXN-0000961,ACCT-000328,CUST-00128,2026-05-18,2026-05-18,Fee - Returned Item Fee,Returned Item Fee,Fee,-14.04,Pending,REF0000185473,Synthetic transaction
TXN-0000962,ACCT-000335,CUST-00135,2026-05-23,2026-05-23,Fee - Expedited Card Fee,Expedited Card Fee,Fee,-15.45,Posted,REF0000185666,Synthetic transaction
TXN-0000963,ACCT-000342,CUST-00142,2026-02-28,2026-02-28,Card Purchase - BrightFuel,BrightFuel,Card Purchase,-492.75,Posted,REF0000185859,Synthetic transaction
TXN-0000964,ACCT-000349,CUST-00149,2026-04-01,2026-04-01,Fee - Expedited Card Fee,Expedited Card Fee,Fee,-19.34,Posted,REF0000186052,Synthetic transaction
TXN-0000965,ACCT-000356,CUST-00156,2026-06-14,2026-06-14,ACH Debit - Corner Cafe,Corner Cafe,ACH Debit,-548.11,Posted,REF0000186245,Synthetic transaction
TXN-0000966,ACCT-000363,CUST-00163,2026-02-04,2026-02-04,Refund - MedPlus Clinic,MedPlus Clinic,Refund,1797.64,Posted,REF0000186438,Synthetic transaction
TXN-0000967,ACCT-000370,CUST-00170,2026-03-26,2026-03-26,Fee - Expedited Card Fee,Expedited Card Fee,Fee,-33.62,Posted,REF0000186631,Synthetic transaction
TXN-0000968,ACCT-000377,CUST-00177,2026-03-21,2026-03-23,Refund - City Fitness,City Fitness,Refund,2116.01,Posted,REF0000186824,Synthetic transaction
TXN-0000969,ACCT-000384,CUST-00184,2026-05-11,2026-05-13,POS - FastShip,FastShip,POS,-38.6,Posted,REF0000187017,Synthetic transaction
TXN-0000970,ACCT-000391,CUST-00191,2026-03-09,2026-03-11,ACH Debit - BrightFuel,BrightFuel,ACH Debit,-376.44,Posted,REF0000187210,Synthetic transaction
TXN-0000971,ACCT-000398,CUST-00198,2026-06-14,2026-06-14,Fee - Overdraft Fee,Overdraft Fee,Fee,-9.54,Posted,REF0000187403,Synthetic transaction
TXN-0000972,ACCT-000005,CUST-00005,2026-05-13,2026-05-13,Bill Pay - Northline Utilities,Northline Utilities,Bill Pay,-691.08,Posted,REF0000187596,Synthetic transaction
TXN-0000973,ACCT-000012,CUST-00012,2026-06-18,2026-06-18,ATM - Metro Grocery,Metro Grocery,ATM,-616.27,Posted,REF0000187789,Synthetic transaction
TXN-0000974,ACCT-000019,CUST-00019,2026-06-08,2026-06-10,ATM - TuitionPay,TuitionPay,ATM,-151.75,Posted,REF0000187982,Synthetic transaction
TXN-0000975,ACCT-000026,CUST-00026,2026-03-18,2026-03-18,Fee - Wire Fee,Wire Fee,Fee,-22,Posted,REF0000188175,Synthetic transaction
TXN-0000976,ACCT-000033,CUST-00033,2026-01-28,2026-01-28,ACH Debit - Metro Grocery,Metro Grocery,ACH Debit,-610.06,Posted,REF0000188368,Synthetic transaction
TXN-0000977,ACCT-000040,CUST-00040,2026-04-14,2026-04-14,ACH Debit - TuitionPay,TuitionPay,ACH Debit,-526.96,Posted,REF0000188561,Synthetic transaction
TXN-0000978,ACCT-000047,CUST-00047,2026-03-21,2026-03-21,ACH Debit - City Fitness,City Fitness,ACH Debit,-662.17,Posted,REF0000188754,Synthetic transaction
TXN-0000979,ACCT-000054,CUST-00054,2026-05-12,2026-05-14,Card Purchase - GreenLeaf Market,GreenLeaf Market,Card Purchase,-701.99,Posted,REF0000188947,Synthetic transaction
TXN-0000980,ACCT-000061,CUST-00061,2026-05-01,2026-05-03,Card Purchase - TuitionPay,TuitionPay,Card Purchase,-631.98,Posted,REF0000189140,Synthetic transaction
TXN-0000981,ACCT-000068,CUST-00068,2026-02-21,2026-02-21,ACH Debit - Atlas Wireless,Atlas Wireless,ACH Debit,-181.87,Pending,REF0000189333,Synthetic transaction
TXN-0000982,ACCT-000075,CUST-00075,2026-05-06,2026-05-06,Fee - Returned Item Fee,Returned Item Fee,Fee,-32.31,Posted,REF0000189526,Synthetic transaction
TXN-0000983,ACCT-000082,CUST-00082,2026-02-25,2026-02-25,ACH Debit - GreenLeaf Market,GreenLeaf Market,ACH Debit,-213.03,Posted,REF0000189719,Synthetic transaction
TXN-0000984,ACCT-000089,CUST-00089,2026-05-16,2026-05-16,Transfer In - TuitionPay,TuitionPay,Transfer In,3366.17,Posted,REF0000189912,Synthetic transaction
TXN-0000985,ACCT-000096,CUST-00096,2026-04-02,2026-04-02,Refund - Bluebird Pharmacy,Bluebird Pharmacy,Refund,1292.46,Posted,REF0000190105,Synthetic transaction
TXN-0000986,ACCT-000103,CUST-00103,2026-02-26,2026-02-26,ATM - Harbor Insurance,Harbor Insurance,ATM,-539.09,Posted,REF0000190298,Synthetic transaction
TXN-0000987,ACCT-000110,CUST-00110,2026-04-01,2026-04-01,ACH Credit - Harbor Insurance,Harbor Insurance,ACH Credit,2279.13,Posted,REF0000190491,Synthetic transaction
TXN-0000988,ACCT-000117,CUST-00117,2026-02-10,2026-02-10,Refund - BrightFuel,BrightFuel,Refund,2710.89,Posted,REF0000190684,Synthetic transaction
TXN-0000989,ACCT-000124,CUST-00124,2026-03-26,2026-03-26,ACH Debit - GreenLeaf Market,GreenLeaf Market,ACH Debit,-582.89,Posted,REF0000190877,Synthetic transaction
TXN-0000990,ACCT-000131,CUST-00131,2026-02-13,2026-02-13,Card Purchase - FastShip,FastShip,Card Purchase,-732.58,Posted,REF0000191070,Synthetic transaction
TXN-0000991,ACCT-000138,CUST-00138,2026-04-14,2026-04-14,Refund - City Fitness,City Fitness,Refund,1089.08,Posted,REF0000191263,Synthetic transaction
TXN-0000992,ACCT-000145,CUST-00145,2026-03-08,2026-03-10,ATM - Atlas Wireless,Atlas Wireless,ATM,-445.22,Posted,REF0000191456,Synthetic transaction
TXN-0000993,ACCT-000152,CUST-00152,2026-02-10,2026-02-10,POS - Bluebird Pharmacy,Bluebird Pharmacy,POS,-685.16,Posted,REF0000191649,Synthetic transaction
TXN-0000994,ACCT-000159,CUST-00159,2026-04-24,2026-04-26,Fee - Overdraft Fee,Overdraft Fee,Fee,-27.92,Posted,REF0000191842,Synthetic transaction
TXN-0000995,ACCT-000166,CUST-00166,2026-04-25,2026-04-25,ACH Credit - FastShip,FastShip,ACH Credit,534.92,Posted,REF0000192035,Synthetic transaction
TXN-0000996,ACCT-000173,CUST-00173,2026-06-04,2026-06-04,ACH Credit - RideNow Transit,RideNow Transit,ACH Credit,2167.93,Posted,REF0000192228,Synthetic transaction
TXN-0000997,ACCT-000180,CUST-00180,2026-04-10,2026-04-10,Card Purchase - Bluebird Pharmacy,Bluebird Pharmacy,Card Purchase,-56.61,Posted,REF0000192421,Synthetic transaction
TXN-0000998,ACCT-000187,CUST-00187,2026-04-19,2026-04-19,Card Purchase - Metro Grocery,Metro Grocery,Card Purchase,-726.16,Posted,REF0000192614,Synthetic transaction
TXN-0000999,ACCT-000194,CUST-00194,2026-02-23,2026-02-23,Bill Pay - Northline Utilities,Northline Utilities,Bill Pay,-179.2,Posted,REF0000192807,Synthetic transaction
TXN-0001000,ACCT-000201,CUST-00001,2026-05-29,2026-05-29,ACH Debit - Metro Grocery,Metro Grocery,ACH Debit,-138.49,Posted,REF0000193000,Synthetic transaction
